year,release_date,track,artists,id
2020,2020-11-20,Azul,['J Balvin'],4OnMBuZcNWujxUruIrwOLh
2020,2020-11-20,Tranquila,['J Balvin'],6pxcVCvNr5fE58r5vxxzhF
2020,2020-11-20,Ginza,['J Balvin'],0WRMSjQqv4PZfxA2CxrvhS
2020,2020-11-20,En Lo Oscuro,['J Balvin'],2HZSCXH3YdyLaeLXfYUHFs
2020,2020-11-20,Safari,"['J Balvin', 'Pharrell Williams', 'BIA', 'Sky']",2iEQYZMYCS8XWlHBRCBzDE
2020,2020-11-20,Sin Compromiso,['J Balvin'],34cW1xvprManGd2DJidn4c
2020,2020-11-20,Pierde Los Modales,"['J Balvin', 'Daddy Yankee']",3YKARHDIUMEPSs5LYhSajH
2020,2020-11-20,Ay Vamos,['J Balvin'],3jkvfonVKQb5R0f4b9soAf
2020,2020-11-20,Sin Compromiso,['J Balvin'],46ymHFnptO1cgql9FBxk20
2020,2020-11-20,Safari,"['J Balvin', 'Pharrell Williams', 'BIA', 'Sky']",4j9bUBWorNXVrmT2fppDgv
2020,2020-11-20,Me Gustas Tu,['J Balvin'],4osSdLOPjNN9i3vcw9OEle
2020,2020-11-20,Sola,['J Balvin'],4xXmnT3AdMD4oIOfjIjc0Q
2020,2020-11-20,Bonita,"['J Balvin', 'Jowell & Randy']",4yWyydwDxXx4mif7oFtLb4
2020,2020-11-20,Ginza,['J Balvin'],5ClJG6BXQ6eR45OfaDuuBR
2020,2020-11-20,Tranquila,['J Balvin'],5O0zJqSMxigByaQVpMiWxX
2020,2020-11-20,Mami,['J Balvin'],5QRG2MFJhnFeT2CwOT22hm
2020,2020-11-20,Mami,['J Balvin'],5vE4i6VrVxH04x8EvRJIfj
2020,2020-11-20,Ay Vamos,['J Balvin'],6FAjNf9FSUESRvDd8NugLO
2020,2020-11-20,Ginza,['J Balvin'],6H4M3xHZqto9nMrXUVIje7
2020,2020-11-20,Ay Vamos,['J Balvin'],6X7X7kWus6CllBZ3s5puBR
2020,2020-11-20,Mami,['J Balvin'],6d97KmrQGLdE6TVfGTW3PD
2020,2020-11-20,Mi Gente,"['J Balvin', 'Willy William', 'Beyoncé']",6e6wM3b7msW1ErixIBpW2T
2020,2020-11-20,Ay Vamos,['J Balvin'],6lXWu63nx0y9ZlGvM7KRr6
2020,2020-11-20,Bonita,"['J Balvin', 'Jowell & Randy']",6y2WRdRMX3BEC4zNcOGAiT
2020,2020-11-20,Tranquila,['J Balvin'],70gTTmIz0WplVuPtWupcJp
2020,2020-11-20,Bonita,"['J Balvin', 'Jowell & Randy']",77HpTXLrrQVTiApGqHkPph
2020,2020-11-20,Brillo,"['J Balvin', 'ROSALÍA']",7FSv6GOVOyGoqtPksSchXz
2020,2020-11-20,Peligrosa,"['J Balvin', 'Wisin', 'Yandel']",7IfdPERQJutZVYZemjrPBG
2020,2020-11-20,Ginza,['J Balvin'],7ePXc7ekF2EvlxrOqYhSBt
2020,2020-11-20,Sigo Extrañándote,['J Balvin'],7xc7jMuj8gw2rRsnAobfrT
2020,2020-11-06,WITHOUT YOU,['The Kid LAROI'],27OeeYzk6klgBh83TSvGMA
2020,2020-11-20,Blue & Grey,['BTS'],0n2moJpAEWHwaPYYjkzMDl
2020,2020-11-20,Monster (Shawn Mendes & Justin Bieber),"['Shawn Mendes', 'Justin Bieber']",2Z8yfpFX0ZMavHkcIeHiO1
2020,2020-09-18,Kings & Queens,['Ava Max'],1InCpEliLCkWHOBdXW7XSx
2020,2020-02-11,Love You Like I Used To,['Russell Dickerson'],1D7cfiC5mxqHfTCcOiRBej
2020,2020-11-13,Plastic,"['Future', 'Lil Uzi Vert']",6GK5du9ndZ7ZwMBrTRTGMH
2020,2020-07-10,Man Of The Year,['Juice WRLD'],7AvprzMsRJpybaalckaT8c
2020,2020-11-06,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),"['The Kid LAROI', 'YoungBoy Never Broke Again', 'Internet Money']",13EW51DKru044OJDJ9Bm8o
2020,2020-07-24,exile (feat. Bon Iver),"['Taylor Swift', 'Bon Iver']",4pvb0WLRcMtbPGmtejJJ6y
2020,2020-02-28,Safaera,"['Bad Bunny', 'Jowell & Randy', 'Ñengo Flow']",2DEZmgHKAvm41k4J3R2E9Y
2020,2020-05-22,Rain On Me (with Ariana Grande),"['Lady Gaga', 'Ariana Grande']",24ySl2hOPGCDcxBxFIqWBu
2020,2020-04-03,Rags2Riches (feat. ATR Son Son),"['Rod Wave', 'ATR Son Son']",1ENdcyhqdylaLsPVgB83qq
2020,2020-10-30,The Code (feat. Polo G),"['King Von', 'Polo G']",5NOUjBikzECEJyZMTxtErD
2020,2020-11-20,Fly To My Room,['BTS'],3QH8rQGNFX8VLbCgZ7uPTS
2020,2020-10-02,Don’t Stop (feat. Young Thug),"['Megan Thee Stallion', 'Young Thug']",3yv7994DWTEk3ihwy75YBQ
2020,2020-08-20,Whoopty,['CJ'],5vGLcdRuSbUhD8ScwsGSdA
2020,2020-02-28,Yo Perreo Sola,['Bad Bunny'],0SqqAgdovOE24BzxIClpjw
2020,2020-06-12,The Bigger Picture,['Lil Baby'],44gRhRi2OhEf7moAUj6MD1
2020,2020-09-25,bloody valentine,['Machine Gun Kelly'],6mADjHs6FXdroPzEGW6KVJ
2020,2020-07-24,the 1,['Taylor Swift'],0Jlcvv8IykzHaSmj49uNW8
2020,2020-11-20,Telepathy,['BTS'],2FVpOsjT1iquZ3SpCjZ9Ne
2020,2020-09-15,Blueberry Eyes (feat. SUGA of BTS),"['MAX', 'SUGA']",5dn6QANKbf76pANGjMBida
2020,2020-06-20,Pussy Talk,"['City Girls', 'Doja Cat']",5EzL7hGT9g2Tvqsy158Lu9
2020,2020-11-13,Bought A Bad Bitch,"['Future', 'Lil Uzi Vert']",5syD6f38Jhckk5g9DgoCta
2020,2020-09-11,My Window (feat. Lil Wayne),"['YoungBoy Never Broke Again', 'Lil Wayne']",7IECs9d4Rrlpa7tiHOCE1w
2020,2020-11-13,Rockstar Chainz,['Future'],0NXeZp31dd0cJ9t8FdKsTg
2020,2020-11-20,Dis-ease,['BTS'],54DmTIv86D3sYdiawjULQ0
2020,2020-10-02,Rich Nigga Shit (feat. Young Thug),"['21 Savage', 'Metro Boomin', 'Young Thug']",3ruoIF2UnoXdzK8mR61ebq
2020,2020-04-09,IDK You Yet,['Alexander 23'],47EWMOElkkbMp5m9SBkx7d
2020,2020-05-15,Go Stupid,"['Polo G', 'Stunna 4 Vegas', 'NLE Choppa', 'Mike WiLL Made-It']",4PklAHGXT5ityno3IA8SKd
2020,2020-07-10,"Ay, DiOs Mío!",['KAROL G'],7x4ASXYEKfQBCewcZhK776
2020,2020-11-13,She Never Been To Pluto,"['Future', 'Lil Uzi Vert']",7yOoJXW6wkpzlJpfjDKhIV
2008,2008-01-01,She's In Love With The Boy,['Trisha Yearwood'],4EJvW4NHAk7TrIeX44jjXF
2008,2008-10-20,Rock N Roll Train,['AC/DC'],4feXJ5IC3avXsVW9WNFSag
2008,2008-01-01,I'm So Paid,"['Akon', 'Lil Wayne', 'Jeezy']",5264rU21ndum3CYYaSGUUm
2008,2008-01-01,Dancing Queen - From 'Mamma Mia!' Original Motion Picture Soundtrack,"['Meryl Streep', 'Julie Walters', 'Christine Baranski']",33trZRsRCHDPemnACBcLJJ
2008,2008-07-22,The Breeze,['Dr. Dog'],2NVaKeIAUZwN5tXnn12EMi
2008,2008-10-28,This Afternoon,['Nickelback'],1RG8MABX0VciDk6WYb8pBv
2008,2008-10-24,Sober,['P!nk'],733ncRLzZQT5UtSPg1QmPc
2008,2008-05-27,"Love in This Club, Pt. II (feat. Beyoncé & Lil' Wayne)","['Usher', 'Beyoncé', 'Lil Wayne']",2bppvcuQhuMcJZHtM9So7r
2008,2008-11-14,Sweet Dreams,['Beyoncé'],1FKxKGONukVFXWVJxAKmlz
2008,2008,Under My Skin,['Jukebox The Ghost'],5oiZiF3fBLHqgTDaH0Pj7M
2008,2008-11-14,Diva,['Beyoncé'],5Ssv6DaKrW0HczVqx6zXdl
2008,2008-01-01,This Is Me,"['Demi Lovato', 'Joe Jonas']",5pomCBdsTZSDCFHH8BAUQe
2008,2008-01-01,Mercy,['Duffy'],78twQ5XCFJMTE37ZSU0gsj
2008,2008-06-10,3 Peat,['Lil Wayne'],58PWl2rA7lU90UBvDufzWm
2008,2008-11-24,Street Lights,['Kanye West'],6j8gTlbhj9KJSeypNcNAS9
2008,2008,Get Like Me,"['David Banner', 'Chris Brown', 'Yung Joc']",2IBF9lQ9lgVai8LkskI5L7
2008,2008-11-11,Forever & Always,['Taylor Swift'],47HtKpfzpAt8rQjjXWotFj
2008,2008-01-01,Free And Easy (Down The Road I Go),['Dierks Bentley'],4Ng7hGdPwpINleVecBWiOO
2008,2008,Since U Been Gone,['A Day To Remember'],1HykUKaVU0CEUvv1vLKkXj
2008,2008-01-15,If It Hadn't Been For Love,['The Steeldrivers'],7DQjWFjaiPULrsqgsZueF3
2008,2008-08-22,Dead Memories,['Slipknot'],0HAr4QR1xI8nwC7VfzYidu
2008,2008-03-18,Vanished,['Crystal Castles'],0exOxvY3iHsmAnGHiJYAZq
2008,2008-01-01,Gives You Hell,['The All-American Rejects'],5gb9UJkh8TfrNMRYOJNbew
2008,2008-10-24,Please Don't Leave Me,['P!nk'],2gnZad0pb6QtUqMLTj2AjI
2008,2008,Lonely East Texas Nights,['Whiskey Myers'],75qTWvk6QCGRr1V31Q41qz
2008,2008-02-19,For Emma,['Bon Iver'],0mP897I93DZwdgtjkSriwj
2008,2008-03-21,Northern Downpour,['Panic! At The Disco'],49SL9f1Kz73p0bzsNPTY4l
2008,2008-01-01,Buy Myself A Chance,['Randy Rogers Band'],1EHNNWLiWe1PJADKEnMvIr
2008,2008-01-01,It Won't Be Like This For Long,['Darius Rucker'],4gzeYkzuzxuzAUTsGcdjqA
2008,2008-01-01,Turn My Swag On,['Soulja Boy'],6ATrsVaZT7XjkCynxM8cTS
2008,2008-11-24,Welcome To Heartbreak,"['Kanye West', 'Kid Cudi']",3F18I7LhWKxlf1PytSoTBH
2008,2008-01-28,Daydreamer,['Adele'],4exfI4lpJYg1qAqZL8w62q
2008,2008-11-11,You Belong With Me,['Taylor Swift'],3as6Wz3mwbTnusWhZjTUNr
2008,2008-10-22,Radar Love,['Golden Earring'],4Zau4QvgyxWiWQ5KQrwL43
2008,2008-01-01,Feel Good Drag,['Anberlin'],3EuiMoY8lTjAvIqNf8Uyr3
2008,2008-10-25,Set Sail,['The Movement'],2nkuZha8Oe9puQ8ZX1P9ha
2008,2008-01-01,How Do You Like Me Now?!,['Toby Keith'],7LimFGKop84KMDutqYaNIF
2008,2008-09-01,Yo Te Extrañare,['Tercer Cielo'],0pfF58iE7Yxr8kz4ERJYTx
2008,2008-01-01,Precious Love,['James Morrison'],31SBMFpLi1x0KNlGenfnQ1
2008,2008-11-11,Love Story,['Taylor Swift'],0kN3oXYWWAk1uC0y2WoyOE
2008,2008-01-01,Mrs. Officer,"['Lil Wayne', 'Bobby V.', 'Kidd Kidd']",2sQuds8s3EVbhXJpgVWpO4
2008,2008-03-17,Damaged,['Danity Kane'],4yHFxB8kzzeuNvoouR8N0N
2008,2008-01-01,I Run To You,['Lady A'],2YVCkTYJpv5jelYrHYoEG8
2008,2008,Las Águilas Andan Solas,['Beto Quintanilla'],217aRtYP4ExBpSNEAVNJkR
2008,2008-01-22,Love Like This (feat. Sean Kingston),"['Natasha Bedingfield', 'Sean Kingston']",49ppqF73rOz5Nyt1paRxIF
2008,2008-09-08,The Man Who Can't Be Moved,['The Script'],4Musyaro0NM5Awx8b5c627
2008,2008-12-02,Last Christmas,['Taylor Swift'],2IprIjGNRlj3TfqUWCAo0C
2008,2008-06-10,Let The Beat Build,['Lil Wayne'],0bdabO15YOj0iZPg2OujAw
2008,2008-10-22,Twilight Zone,['Golden Earring'],3ztKHejzVoxJRKSZHFFMdJ
2008,2008-09-30,Spotlight,['Jennifer Hudson'],02QQXgeAghpU4smdM7l7We
2008,2008-01-15,Blue Side Of The Mountain,['The Steeldrivers'],5RQsNib1m9Hxo2AIjJcdpK
2008,2008-01-28,Hometown Glory,['Adele'],2qERBmbj9TrYbNDh9yWX9G
2008,2008-09-12,The Day That Never Comes,['Metallica'],2gqzkEF88vMclfRZEIOnQO
2008,2008-01-01,Pork And Beans,['Weezer'],7wclPheMJAUKn2njmO2s3A
2008,2008-01-01,La La Land,['Demi Lovato'],0M9VqYG0wVun054JIdwFO8
2008,2008-01-01,Buzzin',"['Shwayze', 'Cisco Adler']",3wQaW4rEZe7AaDrlrX4eDy
2008,2008-10-13,La Vie en rose,['Édith Piaf'],3lAun9V0YdTlCSIEXPvfsY
2008,2008-04-29,Lights Out,['Mindless Self Indulgence'],0YKPrW5i0gcJ9e5GNSAQti
2008,2008-04-29,I Will Possess Your Heart,['Death Cab for Cutie'],77vYwoC7e3pVoPq8BA9CuL
2008,2008-07-15,3 Rounds and a Sound,['Blind Pilot'],6AYFKOPbmd12rUP5DalRwB
2008,2008-11-11,Hey Stephen,['Taylor Swift'],4WXzzCof26KJLTK5kK53dS
2008,2008-01-01,Re-Education (Through Labor),['Rise Against'],6c1Bdvp208X0jbLmFnWbkC
2008,2008-10-16,I'm On Fire,['Town Mountain'],3xSdEH8yjB0hiCcj9CG0xR
2008,2008-12-16,The Point Of It All,['Anthony Hamilton'],3be5ey9pSoqLBu6UNtoRCc
2008,2008-05-30,Billy's Got His Beer Goggles On - Remastered Version,['Neal McCoy'],0v6nJ15ROHRtYWcpLvJCZE
2008,2008-09-30,Twilight Of The Thunder God,['Amon Amarth'],5u3l2TONYacJgmRPQVaF9y
2008,2008-06-24,Blood - End Credits,['My Chemical Romance'],0Kt9sF46S7DFKrQOsXqidV
2008,2008,Angel,['Jack Johnson'],2vO1wr5wIEHqQmY4jWbuhi
2008,2008-01-28,Crazy For You,['Adele'],5zgVmAAZDu2VuJdLIYTAVH
2008,2008-03-07,Bleed,['Meshuggah'],7J4yQt7P7XExNeljWEvt2D
2008,2008,By Your Side,['Tenth Avenue North'],6qdpQ6jPiaCYE9Qw4nZVuD
2008,2008-01-01,Gimme! Gimme! Gimme! (A Man After Midnight) - From 'Mamma Mia!' Original Motion Picture Soundtrack,"['Amanda Seyfried', 'Ashley Lilley', 'Rachel McDowall']",7lkeI7MsLOZ5gyh9ejaf3W
2008,2008-11-05,Small Town Southern Man,['Alan Jackson'],5ExWY6ojo1Qm3rC7iaEqx2
2008,2008-01-01,I Saw God Today,['George Strait'],7maV3I3KQNYpsOWYTOhGqn
2008,2008-01-01,Boots On,['Randy Houser'],7K4VxvIXXbDbaVn6ARbch1
2008,2008-07-22,Murder in the City,['The Avett Brothers'],3h5AZDf5z7D18plaLtHTfi
2008,2008-04-01,All or Nothing,['Theory of a Deadman'],2ejt6exJRE2bXPfp37Xi8w
2008,2008-04-22,Yesterday,['Atmosphere'],74HckRky7JmEeWqeOW7ucq
2008,2008-01-01,Mony Mony,['Billy Idol'],3GfGTJ2xzC0rqKgdjNJLOC
2008,2008-04-22,Down And Out,['Tantric'],6xR41nXtGrZ8d5PuMq4MyN
2008,2008-10-28,Never Gonna Be Alone,['Nickelback'],7aySoZnwt7c6lA54qVVUOk
2008,2008-10-03,We Are The People,['Empire of the Sun'],3zEN0ii6s4DHHBpnTp3RP7
2008,2008-09-23,I Hate This Part,['The Pussycat Dolls'],3tSuRiNgJmMqmYR23dCqnR
2008,2008-01-01,Between Jennings And Jones,['Jamey Johnson'],2Jq2KzxOvLrlH16hlcnm7d
2008,2008-12-09,Pa' Que La Pases Bien,['Arcangel'],1pLCpA1RN8avJxSD3ZCwhj
2008,2008-01-01,5 Years Time,['Noah And The Whale'],1KlDcHrlDPUJJPmMup3tUp
2008,2008-08-12,Llamado de Emergencia,['Daddy Yankee'],3bkBVEmRJuJZNh5iVgJkWm
2008,2008-07-01,Me Harto el Pendejo,['Los Inquietos Del Norte'],4paIS38OV9DeTSaveJMsvE
2008,2008,Give Me Your Eyes,['Brandon Heath'],7HQn99HBIBHWkZfTMR8Kki
2008,2008-01-28,Melt My Heart To Stone,['Adele'],0WPXlTF9IADmeaX86DoUr8
2008,2008-01-01,This Is Halloween,['Marilyn Manson'],042Y7INHELtUGh8LRtl3X5
2008,2008-01-01,Don't Think I Don't Think About It,['Darius Rucker'],0XfFxeXzMkIy5SWAVpOQin
2008,2008-07-02,300 Violin Orchestra,['Jorge Quintero'],4JjUwfp8GQ3PxWg2QPKnpn
2008,2008-08-26,Orange Blossoms,"['JJ Grey & Mofro', 'Mofro']",2HTF6COSIKrwpP8NcbtdBa
2008,2008-11-17,Where the Boat Leaves From,['Zac Brown Band'],3R8XBHHIhlzJo65YFgp0Z2
2008,2008-10-07,Broadripple Is Burning,"[""Margot & The Nuclear So And So's""]",3EIQofQf9NloNNmvg45MFE
2008,2008-07-22,No Cocaine,['Slightly Stoopid'],2vo0kfh9mZIUe2WsqYkFGb
2008,2008-11-14,Broken-Hearted Girl,['Beyoncé'],31acMiV67UgKn1ScFChFxo
2008,2008-10-28,Shakin' Hands,['Nickelback'],4Jn9QEd4nKFPqeCdL4TsZM
2008,2008-01-01,What You Got - Main,"[""Colby O'Donis"", 'Akon']",3MldzywZOH4Uci6bq9noyJ
2008,2008-01-01,Got To Give It Up,['Marvin Gaye'],4JmZyfkzXWN7pHJsJpN6XP
2008,2008-11-04,Big And Chunky,['will.i.am'],5wA5mA9v9lPxAaSg1FagG6
2008,2008-10-24,Funhouse,['P!nk'],1uexV2mYuZmLhVz4G5LUZv
2008,2008-08-22,Sulfur,['Slipknot'],4g3QZlvz39UllCcRXDZ0Do
2008,2008-09-23,Revelry,['Kings of Leon'],0bTlXQJzw4ddaLQPJ4rGS2
2008,2008-11-17,Young Turks - 2008 Remaster,['Rod Stewart'],5n1amEDwVKucAGMqePk9yN
2008,2008-01-01,20 Dollar Nose Bleed,['Fall Out Boy'],3RHZzTT1RhYV6zicKUc4FM
2008,2008-01-01,Body On Me,"['Ashanti', 'Nelly', 'Akon']",2IyL2CyHoenwQLds5jSuqK
2008,2008-05-20,I Don't Wanna Be In Love (Dance Floor Anthem),['Good Charlotte'],6BLLQndvA0rLbLcIZmuuEJ
2008,2008-11-18,Spaceman,['The Killers'],1A8SxnqRK3qabmuN2qxIpa
2008,2008,Body Language,['Jesse McCartney'],7lT9KJpfzMTNi9702WuNI8
2008,2008-01-15,Heaven Sent,['The Steeldrivers'],0QRO8Mz2U4nXKBnFybworx
2008,2008-02-19,The Wolves (Act I and II),['Bon Iver'],2K9aNlFNoh2UVY7K7iPMnS
2008,2008-11-28,I'd Rather Go Blind,['Beyoncé'],45eZSR0jA15KPI2HXVSifw
2008,2008-04-29,L.E.S. Artistes,['Santigold'],4dmCLAZbWYT0qtcG7GVMdb
2008,2008-06-21,"Lolli Lolli (Pop That Body) (feat. Project Pat, Young D & Superpower) - Explicit Album Version","['Three 6 Mafia', 'Project Pat', 'Young-D', 'Superpower']",4xWMTkwknjh8FzxNrkwLl6
2008,2008-01-01,Without You,['Hinder'],4xNfsvj9mOVnMTvHZZ8HNk
2008,2008-06-03,Blue Ridge Mountains,['Fleet Foxes'],7bzzC7QIfflM9eEj2aqaYX
2008,2008-01-01,There Will Be A Day,['Jeremy Camp'],2B503tiZmBFv9b8VomUHFK
2008,2008,If I Had Eyes,['Jack Johnson'],3FnkZFv7kbxwlgaLgbqeDc
2008,2008,The Plot to Bomb the Panhandle,['A Day To Remember'],5ozvYiSPEuhUoHDJBDYN9n
2008,2008-12-09,Por Amar A Ciegas,['Arcangel'],2BrfJdTXohQRtWBKsBTIp0
2008,2008,No Me Doy Por Vencido,['Luis Fonsi'],4lerOTNr2tFWJCAmmhymhi
2008,2008-01-01,All I Want To Do,['Sugarland'],1mJ05BN0So26a14iib85aI
2008,2008-06-17,Waking Up In Vegas,['Katy Perry'],6fvxos1qSHrIgOkKw4dhWS
2008,2008-12-15,Al Final,['Lilly Goodman'],5qM3CXQgoHVdzTMCIPb1xK
2008,2008-08-12,Te amo,['Alexander Acha'],2jFglF0pDwhrrXmeWZvmKY
2008,2008-06-06,Long Line of Losers,['Montgomery Gentry'],6U7hJoo1kiTZI69cEF8uCD
2008,2008,Milkshake,['Kelis'],4LmzPJDil70LpiApWfOI6O
2008,2008-10-31,Agoraphobia,['Deerhunter'],2SpHd4lGMrJMIQDf92V6VP
2008,2008-04-14,Blackbird,['Sarah McLachlan'],7ol4EBFZnZoxHAuUdJ6FRp
2008,2008,Feels like the First Time - 2008 Remaster,['Foreigner'],36xEjbl8DtevPJgw6i9IuY
2008,2008-10-27,Green Light (feat. André 3000),"['John Legend', 'André 3000']",72by3Re4C3eVEBXvsUo0zV
2008,2008,How Do You Sleep? - Radio Edit Remix,"['Jesse McCartney', 'Ludacris']",3jkdQNkDTxxXtjSO4l0o1H
2008,2008-01-01,It Was A Good Day,['Ice Cube'],2MuJbBWAVewREJmB8WdGJ3
2008,2008-01-01,Go To Church,"['Ice Cube', 'Lil Jon', 'Snoop Dogg']",3Feec7M9kLXDHag4iZcBxU
2008,2008-09-09,De Rodillas Te Pido,['Luis Miguel Del Amargue'],66E9D8ihbcTs0qr98oVobO
2008,2008-04-29,The Night,['Disturbed'],4pADXqX5x76fDS8RmyvgwO
2008,2008-11-11,You're Not Sorry,['Taylor Swift'],0HmCuN0Z3OX1Qrz43FLOPL
2008,2008-01-01,Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack,"['Colin Firth', 'Pierce Brosnan', 'Stellan Skarsgård', 'Amanda Seyfried', 'Meryl Streep']",7bFmXanwZQm6BMV9Nka6Hk
2008,2008-03-05,Salute Your Solution,['The Raconteurs'],0ydgFPcYrxaHgVuLd17mjh
2008,2008,"In Your Atmosphere - Live at the Nokia Theatre, Los Angeles, CA - December 2007",['John Mayer'],0EUSbTvyZfo9QOcxunL9Ro
2008,2008-08-12,Pose,['Daddy Yankee'],5BB5zjzCzo9M3uOKzhiXZB
2008,2008-01-01,The Boss,"['Rick Ross', 'T-Pain']",3n5qF6aprwEIjHWuH5jECM
2008,2008-10-28,I'd Come for You,['Nickelback'],1xQZtbipNLyP0e0hihE5F5
2008,2008-01-01,Just Wanna Be With You - Original Version,"['High School Musical Cast', 'Vanessa Hudgens', 'Lucas Grabeel', 'Zac Efron', 'Olesya Rulin']",3SMxd9vNy41n9Xk4UFw36S
2008,2008-01-01,Tú No Eres Para Mi,['Fanny Lu'],3df4fSoW5zsdNi5Wf3K5RP
2008,2008,Inolvidable,['Reik'],22seP38foydqUMp5Fvkcjm
2008,2008-07-21,Disculpe Usted,"['Sergio Vega ""El Shaka""']",0uYmSZoLXmxBkvsH4jGQRY
2008,2008-03-17,In the Ayer (feat. will.I.am),"['Flo Rida', 'will.i.am']",6RpiAj9Ofv0Uqp6n2OuRoh
2008,2008-01-01,Play My Music,['Jonas Brothers'],5MTQbjkMmE6WsDQ8JlyEVo
2008,2008-09-12,I'm on Fire,"[""Whitey Morgan and the 78's""]",3q0wgJXeUkhq2jeZ9JS7KN
2008,2008-03-21,That Green Gentleman (Things Have Changed),['Panic! At The Disco'],2d1D1E8M48hHE99u6BO8RN
2008,2008-01-01,Dancing In The Street - Stereo,['Martha Reeves & The Vandellas'],5wJcMwXuy1x6EatowWOxha
2008,2008-08-19,Tangled up in You,['Staind'],0L4MNb6Fgw54Y3QFmj5EPU
2008,2008-06-24,If You Only Knew,['Shinedown'],0CkSF2TAqIu8TJaVwwAOnT
2008,2008-01-01,Hero Of War,['Rise Against'],00hVU6kDP67JHurfwG2dtq
2008,2008-06-03,Bust It Open,['Lil Wil'],7dJTX26gYEl9eYwSN44IbL
2008,2008-09-23,All I Ever Wanted - Radio Edit,['Basshunter'],0rLLvdWX1z3UPqYa73Hhyg
2008,2008-01-01,Playa Cardz Right,"['Keyshia Cole', '2Pac']",0nJZDtAaqO7o9mb6YoBfqO
2008,2008-03-04,Unbreakable,['Fireflight'],6M9vEm3Cy3PHr3QkXRX6x3
2008,2008-01-01,Bloodhail,['Have A Nice Life'],5qZ4c1EBVWpmz1GBaks8Uq
2008,2008-01-01,"Money, Money, Money - From 'Mamma Mia!' Original Motion Picture Soundtrack","['Meryl Streep', 'Julie Walters', 'Christine Baranski']",5wiSmUpfrWBuAT6DKm2uyD
2008,2008-11-11,The Best Day,['Taylor Swift'],3esA216TyLHEkNiBCeCmcg
2008,2008-01-01,Para Impresionarte,['El Coyote Y Su Banda Tierra Santa'],3zhLYl0tIzHUx6UxD1KP0C
2008,2008-01-01,Half Full Glass Of Wine,['Tame Impala'],0TeHvhaNBSuv7yGQ9dLouv
2008,2008-11-24,Coldest Winter,['Kanye West'],2RRFTLIglxHgAYQzsSLI4Y
2008,2008-01-01,Take A Chance On Me - From 'Mamma Mia!' Original Motion Picture Soundtrack,"['Julie Walters', 'Stellan Skarsgård']",2MfEQfjPh7upzVnX5Ziyj9
2008,2008-09-02,No. 5,['Hollywood Undead'],3BiWSo1MJvdywIBcBpNZ9e
2008,2008,Le Compré la Muerte a Mi Hijo,['Beto Quintanilla'],5ThraW8bBkCMBYMlQ7mjqe
2008,2008-09-23,Shanti (Peace Out),['MC YOGI'],0fTTNIGIsxYQhSyqfC0lDs
2008,2008-01-01,SOS,['ABBA'],5pMmWfuL0FTGshYt7HVJ8P
2008,2008-06-03,Ragged Wood,['Fleet Foxes'],2qvToeBdYliw6n0nEsKJQa
2008,2008,Aquel Lugar,"[""Adolescent's Orquesta""]",2vHNqDJe1qvt1sroQfNHSI
2008,2008-01-01,Super Trouper - From 'Mamma Mia!' Original Motion Picture Soundtrack,"['Meryl Streep', 'Julie Walters', 'Christine Baranski']",4btKuUUEjPNVD6yOKGlY9j
2008,2008-01-01,A Little Less Talk And A Lot More Action,['Toby Keith'],7ojVoUWBAUP701iFpdKnFu
2008,2008-09-12,Sinner,"[""Whitey Morgan and the 78's""]",5khC1qr6WjL4r6pBNmtADD
2008,2008-11-11,Breathe,"['Taylor Swift', 'Colbie Caillat']",6S9G7J3EB1ZY0rrZPwsBg5
2008,2008-01-01,T-Shirt,['Shontelle'],0m0FYyIbSDiASOlQ64GDO5
2008,2008-02-19,Lump Sum,['Bon Iver'],0kz4nEVFUNcYXLgzOKQnWh
2008,2008-01-29,Cape Cod Kwassa Kwassa,['Vampire Weekend'],7q4MJZSiqPC16dbhQWxugv
2008,2008-08-05,Good Day,['Nappy Roots'],5BYWuQEiyb6bxJGWIvsnpF
2008,2008-10-24,Glitter In the Air,['P!nk'],1M6dQ8MZQnYxjH8yZzswQt
2008,2008-09-23,Furr,['Blitzen Trapper'],2fgbsGWU2Dum08uifQHhiB
2008,2008-01-01,Don't Forget,['Demi Lovato'],4He7bzKBaiu7CRz4wGkZzx
2008,2008-02-19,Blindsided,['Bon Iver'],4cTD99OSLy19Uh2exKRQNa
2008,2008-10-31,Dare You to Move,['Switchfoot'],45sziCSqS4BWSQWUlLRpyf
2008,2008-07-01,Como Pez Sin Agua,['Los Inquietos Del Norte'],5MTOEibo0lOLH4zqMgKHwk
2008,2008-01-01,"Cheater, Cheater",['Joey + Rory'],0IErUOvyUhX4Gxji2LPjTc
2008,2008-03-21,When the Day Met the Night,['Panic! At The Disco'],7v1b3qExlTFrpFWrtcnUpE
2008,2008-01-29,Mansard Roof,['Vampire Weekend'],1f1yeiwuYTE8uUK3azgIX1
2008,2008-11-24,Say You Will,['Kanye West'],5e5MKPtJuFb8NaeSEyV5gD
2008,2008-07-28,Can't Believe It (feat. Lil' Wayne),"['T-Pain', 'Lil Wayne']",6m1sJMWeAkCG5eECKaGFew
2008,2008-01-01,My President,"['Jeezy', 'Nas']",4Onlx3t98YDeu8bM7wRS5K
