billboard,billboard_year,billboard_date,peak_position,weeks_on_chart,artist,feat_artist,artist_uri,artist_popularity,artist_followers,artist_genre,song,track_uri,track_popularity,album_name,release_date,release_year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,-,-,-,-,"""Weird Al"" Yankovic",-,1bDWGdIC2hardyt55nlQgG,56,647861,"comedy rock, comic, parody",Another One Rides the Bus,23tktWr4FmFoJ6xEGqj3u2,36,"""Weird Al"" Yankovic",10/27/2009,2009,158160,0.827,0.218,9,-16.892,1,0.644,0.232,6.77E-06,0.039,0.59,131.588,4
0,-,-,-,-,"""Weird Al"" Yankovic",-,1bDWGdIC2hardyt55nlQgG,56,647861,"comedy rock, comic, parody",Like a Surgeon,3XhyafaTVD6ViaRFIL4bNo,39,"The Essential ""Weird Al"" Yankovic",10/27/2009,2009,210626,0.838,0.671,3,-8.328,0,0.0346,0.252,0,0.056,0.961,126.012,4
0,-,-,-,-,"""Weird Al"" Yankovic",-,1bDWGdIC2hardyt55nlQgG,56,647861,"comedy rock, comic, parody",One More Minute,3NkjFB5wQ427qt4YCMnXfq,23,"The Essential ""Weird Al"" Yankovic",10/27/2009,2009,243600,0.733,0.653,0,-8.694,1,0.0317,0.477,0,0.213,0.371,115.86,3
0,-,-,-,-,"""Weird Al"" Yankovic",-,1bDWGdIC2hardyt55nlQgG,56,647861,"comedy rock, comic, parody",Smells Like Nirvana,5Q1qSEtljHQzUygQTt0Ykw,30,"The Essential ""Weird Al"" Yankovic",10/27/2009,2009,224533,0.591,0.786,6,-7.664,1,0.0749,0.162,0.00178,0.28,0.729,120.762,4
0,-,-,-,-,"""Weird Al"" Yankovic",-,1bDWGdIC2hardyt55nlQgG,56,647861,"comedy rock, comic, parody",UHF,7FVjEFl29Z24C65FamXXn8,19,"The Essential ""Weird Al"" Yankovic",10/27/2009,2009,229320,0.676,0.896,9,-8.041,1,0.0452,0.219,0,0.454,0.932,128.334,4
1,2014,8/2/2014,39,2,"""Weird Al"" Yankovic",-,1bDWGdIC2hardyt55nlQgG,56,647861,"comedy rock, comic, parody",Word Crimes,4JqQWAr47pGEoaMArpA7Z3,48,Mandatory Fun,7/15/2014,2014,223120,0.897,0.43,7,-12.759,1,0.0551,0.0118,0,0.0473,0.964,121.987,4
0,-,-,-,-,"""Weird Al"" Yankovic",-,1bDWGdIC2hardyt55nlQgG,56,647861,"comedy rock, comic, parody",Yoda,0dgoXwibX8inebNrM85muT,40,"The Essential ""Weird Al"" Yankovic",10/27/2009,2009,236400,0.573,0.857,9,-8.738,1,0.0455,0.0387,0,0.323,0.788,160.309,4
1,2022,2/19/2022,87,1,$NOT,A$AP Rocky,5IbEL2xjRtKsunfmsahLuO,72,1097721,"aesthetic rap, florida rap, rap, underground hip hop",Doja,3zpGLSQ8QbbUnNjweWPLMD,68,Doja,2/4/2022,2022,171453,0.753,0.777,11,-5.701,0,0.32,0.0725,0.000714,0.125,0.669,157.148,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop","...And to Those I Love, Thanks for Sticking Around",30QR0ndUdiiMQMA9g1PGCm,79,Stop Staring At the Shadows,2/14/2020,2020,168489,0.792,0.511,2,-6.876,1,0.0409,0.124,9.04E-05,0.14,0.111,113.983,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",[whispers Indistinctly],1S4MM1ukLm3ourrBJGHniC,56,Stop Staring At the Shadows,2/14/2020,2020,164623,0.899,0.716,11,-6.592,0,0.347,0.182,0,0.191,0.656,140.038,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",2nd Hand,4yORBk6ZyYsJpnJchyZevc,0,KILL YOURSELF Part XII: The Dark Glacier Saga,5/23/2017,2017,123480,0.935,0.429,1,-6.697,1,0.118,0.0308,0,0.102,0.0769,139.987,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",All Dogs Go to Heaven,1DoBPOlB884EHiftB46QGx,66,Stop Staring At the Shadows,2/14/2020,2020,153652,0.884,0.903,6,-3.672,0,0.2,0.274,0.00037,0.302,0.839,75.022,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",Bizarro,3wYnfIWrBYOHx9MR3EcJzu,53,Stop Staring At the Shadows,2/14/2020,2020,214360,0.863,0.711,5,-5.527,1,0.138,0.342,0.000552,0.387,0.262,140.06,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",Fuck Your Culture,5LYjGMfcITu0nse2enQFPL,62,Stop Staring At the Shadows,2/14/2020,2020,102060,0.755,0.763,1,-1.015,1,0.243,0.0175,0,0.689,0.621,80.015,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",Fuckthepopulation,0XfsT6rbC7myipngFhWa9T,63,My Liver Will Handle What My Heart Can't,9/21/2015,2015,150186,0.818,0.575,0,-7.588,0,0.163,0.29,0,0.105,0.285,96.192,3
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",I Wanna Be Romanticized,2kwGrUme2JTUvF5Zf91Ocj,57,Stop Staring At the Shadows,2/14/2020,2020,133746,0.69,0.39,6,-8.96,0,0.127,0.0686,0,0.0501,0.135,79.003,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",Kill Yourself (Part III),0kEZlJh4mK1QRfb3CT5LPk,77,My Liver Will Handle What My Heart Can't,9/21/2015,2015,145078,0.753,0.68,5,-7.092,0,0.0349,0.326,4.15E-05,0.423,0.192,105.977,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",King Tulip,6cpslq4nypOt9NhLPIwY6c,59,I Want to Die In New Orleans,9/7/2018,2018,185217,0.584,0.576,10,-9.435,0,0.449,0.14,0,0.111,0.261,120.765,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",LTE,0kCfKToIFZFQQAaSQHcjRL,0,YUNGDEATHLILLIFE,5/8/2015,2015,133746,0.781,0.493,1,-7.649,1,0.0522,0.0717,0.586,0.123,0.0383,106.011,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",Magazine,3bNCifwGPjqeeqzpjrFG9k,0,Radical $uicide,7/22/2016,2016,131500,0.881,0.903,8,-0.955,1,0.0813,0.267,0.00253,0.109,0.272,119.994,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",Mega Zeph,0TtvdE2beN4abriNlNBlpJ,55,Stop Staring At the Shadows,2/14/2020,2020,101799,0.835,0.598,1,-5.182,1,0.073,0.0144,0,0.16,0.0733,110.027,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",One Last Look at the Damage,5pVZABS2GkOJf7adB3b2al,57,Stop Staring At the Shadows,2/14/2020,2020,97671,0.832,0.757,11,-3.254,0,0.196,0.243,0,0.171,0.59,149.98,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",Paris,6tO5bxNnMuh1c3cziSpecA,74,Now the Moon's Rising,11/20/2015,2015,111020,0.849,0.648,7,-6.188,1,0.0835,0.0706,0.00636,0.0984,0.195,106.058,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",Putrid Pride,4x3vJJYSW9fZWIubv5mmww,66,Stop Staring At the Shadows,2/14/2020,2020,106971,0.903,0.643,10,-5.669,0,0.0925,0.197,0,0.111,0.224,110.003,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",Scope Set,4RP6oacRQpBRFCSU8ErhUk,53,Stop Staring At the Shadows,2/14/2020,2020,93422,0.894,0.847,1,-3.637,1,0.168,0.0294,5.08E-06,0.108,0.432,149.021,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",Shattered Amethyst,51BXV7NBGHYgGf07zUXLYZ,53,My Liver Will Handle What My Heart Can't,9/21/2015,2015,126873,0.806,0.702,0,-6.643,1,0.0714,0.277,0.136,0.323,0.18,105.969,3
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",That Just Isn't Empirically Possible,3xQq3mpD6hunD2XG7FXHHu,65,Stop Staring At the Shadows,2/14/2020,2020,123902,0.76,0.875,7,-3.576,0,0.279,0.0965,0,0.177,0.477,124.061,4
0,-,-,-,-,$uicideBoy$,-,1VPmR4DJC1PlOtd0IADAO0,81,4517860,"dark trap, new orleans rap, underground hip hop",What the Fuck is Happening,29iepR0ydOuYFaZp8um6H8,63,Stop Staring At the Shadows,2/14/2020,2020,106340,0.83,0.871,0,-3.089,1,0.152,0.017,0.000771,0.106,0.784,139.968,4
0,-,-,-,-,10 Years,-,0REMf7H0VP6DwfZ9MbuWph,56,577174,"alternative metal, christian rock, nu metal, post-grunge, rap rock",Fix Me,60OKW0mZiPFHVpHl3eHueg,62,Feeding The Wolves (Deluxe Version),8/31/2010,2010,215840,0.448,0.84,1,-3.939,0,0.0362,0.0012,0,0.0891,0.234,157.975,4
0,-,-,-,-,11 Acorn Lane,-,3D8pAbIPK2aPh9VbWjett5,37,26696,"electro swing, nu jazz",Let's Do It,0CT0EoTIp9E1B5JQ0Uq2An,36,Let's Do It,3/5/2018,2018,187976,0.672,0.978,9,-3.246,1,0.106,0.138,0.000482,0.212,0.567,126.022,4
0,-,-,-,-,11 Acorn Lane,-,3D8pAbIPK2aPh9VbWjett5,37,26696,"electro swing, nu jazz",Perfect,46jrqGkZ9TPqP9u06RMfYq,40,Time for Tea,2/26/2016,2016,202497,0.793,0.868,0,-4.001,1,0.173,0.0304,0.00961,0.085,0.85,124.985,4
0,-,-,-,-,1PLAYY,Young Dolph,2oOYryNFUxSClLuC8eTc1U,19,1980,"hip hop, rap",Nun 2 Fuck Wit,7rBc6rDOew4pAoVczLwb3I,0,Can't Have Her,12/27/2019,2019,170961,0.874,0.496,5,-5.579,0,0.154,0.0498,0,0.294,0.129,145.977,4
1,2017,6/24/2017,55,12,2 Chainz,Travis Scott,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",4:00 AM,1nX9KhK3Fff27SnrIor2Yb,66,Pretty Girls Like Trap Music,6/16/2017,2017,255560,0.796,0.5,1,-7.21,1,0.425,0.118,0,0.155,0.227,75.012,4
1,2018,6/30/2018,53,2,2 Chainz,"Drake, Quavo",17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Bigger Than You,5S1IUPueD0xE0vj4zU3nSf,59,Bigger Than You feat. Drake & Quavo,6/15/2018,2018,225893,0.888,0.515,1,-6.246,1,0.271,0.247,0,0.446,0.264,141.009,4
1,2013,1/5/2013,47,20,2 Chainz,Kanye West,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Birthday Song,5qkWTBmDmZjogwIvbKtJQv,55,Based On A T.R.U. Story (Deluxe),8/14/2012,2012,306600,0.753,0.59,1,-2.623,1,0.0485,0.0591,0,0.15,0.161,140.002,4
0,-,-,-,-,2 Chainz,-,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Countdown,7fLCTKj6IzJhzfTA9AybpX,24,Based On A T.R.U. Story (Deluxe),8/14/2012,2012,231720,0.634,0.719,3,-5.81,0,0.319,0.086,2.42E-05,0.0424,0.386,138.014,4
0,-,-,-,-,2 Chainz,Future,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Dead Man Walking,35Ycb1cMPK6tyNMsTepijg,39,Dead Man Walking,1/17/2020,2020,135506,0.848,0.717,1,-5.401,1,0.14,0.0413,0,0.139,0.572,150.067,4
1,2013,10/12/2013,66,13,2 Chainz,Pharrell,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Feds Watching,07RXBKfyCYIYRMLCvlGWXU,48,B.O.A.T.S. II #METIME (Deluxe),9/10/2013,2013,247013,0.79,0.875,7,-6.55,1,0.091,0.0476,0,0.312,0.759,139.985,4
0,-,-,-,-,2 Chainz,Future,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Feel A Way,1GxoFQZxD7tFhQFUD9F0dD,53,So Help Me God!,11/13/2020,2020,213528,0.859,0.727,10,-5.598,0,0.073,0.358,0.000752,0.332,0.688,149.932,4
1,2017,2/11/2017,70,16,2 Chainz,"Gucci Mane, Quavo",17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Good Drank,39pS70eeDvyCAF3t8NAlVV,59,Pretty Girls Like Trap Music,6/16/2017,2017,222706,0.836,0.776,4,-0.804,0,0.239,0.274,0,0.113,0.37,130.033,4
1,2016,3/26/2016,100,1,2 Chainz,Lil Wayne,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Gotta Lotta,1gpSrGUfU3F9TOzPlEyLxH,49,COLLEGROVE,3/3/2016,2016,214720,0.512,0.599,7,-7.29,0,0.0831,0.00278,0,0.0803,0.146,109.345,5
0,-,-,-,-,2 Chainz,Future,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Grey Area,6jzW19SQaLj1kLArvipGQZ,58,So Help Me God!,11/13/2020,2020,171837,0.897,0.767,11,-4.544,1,0.0959,0.0679,0.000364,0.129,0.675,134.913,4
1,2013,9/28/2013,94,1,2 Chainz,"Drake, Lil Wayne",17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",I Do It,1DRRWz7CF55lysOeyCFEdh,32,B.O.A.T.S. II #METIME (Deluxe),9/10/2013,2013,373693,0.581,0.716,11,-4.486,0,0.186,0.181,0,0.201,0.597,145.378,4
0,-,-,-,-,2 Chainz,-,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",I Luv Dem Strippers,67g3peWMWu7Vbq7aZNe1Ts,41,Based On A T.R.U. Story (Deluxe),8/14/2012,2012,239573,0.857,0.633,8,-5.205,1,0.203,0.0389,0,0.227,0.467,137.956,4
1,2013,1/12/2013,27,20,2 Chainz,-,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",I'm Different,6J5sxraPPZ4b0CVOGAgpXj,58,Based On A T.R.U. Story (Deluxe),8/14/2012,2012,207040,0.936,0.702,10,-5.305,1,0.0615,0.0473,0,0.0838,0.704,97.524,4
1,2017,10/14/2017,44,20,2 Chainz,"Ty Dolla $ign, Trey Songz & Jhene Aiko",17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,71,Pretty Girls Like Trap Music,6/16/2017,2017,210200,0.822,0.502,7,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003,4
0,-,-,-,-,2 Chainz,-,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Kingpen Ghostwriter,36T9bGjVxexCD1XJANfV7O,53,Dope Don't Sell Itself,2/4/2022,2022,142291,0.576,0.608,1,-5.143,0,0.375,0.0271,0,0.128,0.43,99.386,3
0,-,-,-,-,2 Chainz,-,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Million Dollars Worth of Game,6C0vyXq2uzFRTTLcE4whhl,61,Dope Don't Sell Itself,2/4/2022,2022,158627,0.81,0.68,2,-4.871,1,0.346,0.0059,0,0.112,0.419,97.02,4
1,2019,3/16/2019,100,1,2 Chainz,Kendrick Lamar,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Momma I Hit A Lick,7jKUnzzOGhAlPjr7LkIUlE,52,Rap Or Go To The League,3/1/2019,2019,173760,0.796,0.467,11,-6.293,1,0.34,0.202,3.32E-05,0.206,0.4,179.974,3
0,-,-,-,-,2 Chainz,-,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Neighbors Know My Name,4H9pCqPKc11WCbfILZSYTt,56,Dope Don't Sell Itself,2/4/2022,2022,104115,0.878,0.424,5,-7.348,1,0.479,0.238,0,0.143,0.677,144.03,4
1,2012,10/13/2012,24,26,2 Chainz,Drake,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",No Lie,6j9iyrrmqWlQZ5SD1hSTaq,60,Based On A T.R.U. Story (Deluxe),8/14/2012,2012,237826,0.634,0.665,6,-5.984,0,0.176,0.0172,0,0.365,0.611,131.108,4
1,2018,4/14/2018,96,2,2 Chainz,YG & Offset,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",PROUD,365wwIjijQdlRJEjUWTidq,47,The Play DonÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂt Care Who Makes It,2/8/2018,2018,234666,0.791,0.813,10,-4.244,0,0.376,0.758,0,0.143,0.907,173.937,4
1,2019,3/16/2019,94,2,2 Chainz,Ariana Grande,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Rule The World,1R6VwZ8TuHRzxZUxe88n4I,54,Rap Or Go To The League,3/1/2019,2019,245893,0.592,0.584,8,-6.232,0,0.0893,0.158,2.63E-06,0.132,0.447,88.073,4
0,-,-,-,-,2 Chainz,-,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Smartphone,3sgL7CN65BzZq3qqG9SkJZ,27,Smartphone,3/9/2017,2017,251693,0.895,0.564,7,-7.261,1,0.502,0.734,1.25E-06,0.718,0.366,129.97,4
1,2016,1/16/2016,64,11,2 Chainz,-,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Watch Out,22DKsoYFV5npPXmnPpXL7i,54,Watch Out,7/22/2015,2015,207813,0.899,0.504,8,-6.758,0,0.5,0.826,0,0.052,0.537,129.89,4
1,2013,6/15/2013,16,7,2 Chainz,Wiz Khalifa,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",We Own It,00QyLmjxaSEE8qIZQjBXBj,57,Fast & Furious 6,6/12/2013,2013,227893,0.554,0.899,8,-4.573,1,0.408,0.0521,0,0.0568,0.552,171.966,4
1,2019,3/16/2019,75,1,2 Chainz,Travis Scott,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Whip,6Z4rmc0uujCpl8yXe3yjgI,45,Rap Or Go To The League,3/1/2019,2019,226600,0.793,0.399,7,-7.428,1,0.0951,0.12,0,0.124,0.0379,121.949,4
1,2012,9/1/2012,80,1,2 Chainz,Lil Wayne,17lzZA2AlOHwCwFALHttmp,76,7197045,"atl hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Yuck!,0332p5aiaQ6vyomilcGSy4,38,Based On A T.R.U. Story (Deluxe),8/14/2012,2012,287573,0.638,0.885,11,-4.353,0,0.259,0.666,9.89E-05,0.155,0.436,149.929,4
1,2008,3/1/2008,24,20,2 Pistols,T-Pain & Tay Dizm,7JBMlJmJpOk87BZTdbYSHD,36,26441,"dirty south rap, pop rap, southern hip hop, trap",She Got It,11WuptzKtcVfPMYaf5aook,52,Death Before Dishonor,1/8/2008,2008,274053,0.53,0.745,10,-6.19,0,0.106,0.00436,0,0.345,0.269,134.068,4
1,2019,1/5/2019,86,1,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",1.5,2wOXxtHZgRkkrkEbKLzzqs,59,i am > i was,12/21/2018,2018,148655,0.885,0.52,1,-8.353,1,0.359,0.000244,1.16E-06,0.454,0.306,84.022,4
1,2019,1/12/2019,12,23,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",a lot,2t8yVaLvJ0RenpXUIAC52d,79,i am > i was,12/21/2018,2018,288624,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,4
1,2019,1/12/2019,67,2,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",all my friends,4paAidoE8VAemwU4jgCc6l,63,i am > i was,12/21/2018,2018,211785,0.713,0.62,0,-4.513,1,0.0422,0.171,1.16E-06,0.118,0.206,130.09,4
1,2019,1/5/2019,95,1,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",asmr,2QgfDF0fQ4sskDthP8MG5w,60,i am > i was,12/21/2018,2018,171713,0.84,0.543,1,-7.738,1,0.476,0.0399,0,0.117,0.161,170.067,4
1,2018,1/13/2018,12,29,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Bank Account,5eqK0tbzUPo2SoeZsov04s,77,Issa Album,7/6/2017,2017,220306,0.884,0.347,8,-8.227,0,0.35,0.015,7.00E-06,0.0871,0.376,75.016,4
1,2020,10/17/2020,57,1,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Brand New Draco,4V9ynsDPwHtdItksqjuRu0,62,SAVAGE MODE II,10/2/2020,2020,202420,0.697,0.709,11,-6.642,0,0.298,0.041,0.000296,0.0886,0.439,155.023,4
1,2019,1/5/2019,70,1,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",break da law,5ZSIExfQuVv69tw5Qw3yDl,55,i am > i was,12/21/2018,2018,177747,0.904,0.575,1,-7.823,1,0.346,0.0493,0,0.256,0.359,141.037,4
1,2019,1/12/2019,58,4,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",can't leave without it,0hPLZrnDgtKxrym1BHjDhd,71,i am > i was,12/21/2018,2018,205351,0.872,0.591,6,-6.952,0,0.359,0.111,0,0.144,0.696,131.982,4
1,2017,7/29/2017,94,1,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Famous,19HA9J80qZfIkAnp2g8N2S,50,Issa Album,7/6/2017,2017,234280,0.779,0.597,9,-9.652,0,0.434,0.723,4.47E-05,0.0508,0.646,173.986,4
1,2017,11/18/2017,35,7,21 Savage,"Metro Boomin, Offset, Travis Scott",1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Ghostface Killers,5u6vkDnOyaf8LsteDAj2ub,70,Without Warning,10/30/2017,2017,268933,0.782,0.435,2,-7.033,1,0.156,0.333,1.31E-05,0.342,0.242,82.996,4
1,2020,10/17/2020,19,3,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Glock In My Lap,6pcywuOeGGWeOQzdUyti6k,70,SAVAGE MODE II,10/2/2020,2020,193591,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04E-05,0.151,0.202,130.029,4
1,2019,1/5/2019,93,1,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",gun smoke,4f1XXGjZZ9EkFkrbPJek6X,55,i am > i was,12/21/2018,2018,167410,0.809,0.461,10,-5.677,0,0.0907,0.000832,4.43E-05,0.143,0.325,85.992,4
1,2019,11/16/2019,55,2,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Immortal,4IO8X9W69dIQe0EC5ALXhq,71,Immortal,10/31/2019,2019,254723,0.741,0.87,6,-3.494,0,0.503,0.00813,0,0.114,0.663,184.194,4
1,2017,11/25/2017,99,1,21 Savage,"Metro Boomin, Offset",1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Mad Stalkers,6HR1z11h0ROUlWP4Kx8Z7G,60,Without Warning,10/30/2017,2017,202666,0.9,0.365,10,-6.395,0,0.236,0.147,0.185,0.179,0.136,135.004,4
1,2020,10/17/2020,33,2,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Many Men,3CDVMejYHnB1SkEEx0T1N4,65,SAVAGE MODE II,10/2/2020,2020,201856,0.635,0.793,10,-4.333,0,0.0322,0.000647,0.747,0.113,0.281,77.594,4
1,2019,1/12/2019,73,3,21 Savage,-,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",monster,2FUNBaa5DwItJtYEBgAblU,61,i am > i was,12/21/2018,2018,233039,0.89,0.607,9,-6.916,0,0.124,0.158,0.000228,0.118,0.224,134.022,4
1,2021,1/16/2021,10,18,21 Savage,"Metro Boomin, Drake",1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",Mr. Right Now,4Q34FP1AT7GEl9oLgNtiWj,73,SAVAGE MODE II,10/2/2020,2020,193838,0.647,0.667,5,-5.563,1,0.304,0.231,0,0.133,0.704,172.08,4
1,2017,11/18/2017,73,2,21 Savage,Metro Boomin,1URnnhqYAYcrqrcwql10ft,83,11282181,"atl hip hop, rap, trap",My Choppa Hate Niggas,2D2w9943rsnJOGCrI4aMQp,64,Without Warning,10/30/2017,2017,148640,0.862,0.274,0,-5.818,0,0.416,0.0974,0.185,0.183,0.154,77.492,4
