billboard,billboard_year,billboard_date,peak_position,weeks_on_chart,artist,feat_artist,artist_uri,artist_popularity,artist_followers,artist_genre,song,track_uri,track_popularity,album_name,release_date,release_year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
1,2009,2/21/2009,62,10,Keyshia Cole,-,1vfezMIyCr4XUdYRaKIKi3,63,3033682,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop', 'pop r&b', 'pop rap', 'r&b', 'urban contemporary']",You Complete Me,5T0LcVM6SwLX95hLedcseh,41,A Different Me,12/16/2008,2008,230920,0.681,0.666,2,-4.984,0,0.0491,0.578,0,0.26,0.732,111.401,4
0,-,-,-,-,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15318340,"['pop', 'pop r&b']",Another Sad Love Song,52Qu0no0NBho3zyRmjlsHn,65,American Teen,4/27/2017,2017,244746,0.834,0.472,5,-7.777,0,0.0873,0.412,6.76E-05,0.0836,0.517,107.014,4
1,2019,4/20/2019,87,1,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15318340,"['pop', 'pop r&b']",Bad Luck,2vsuel3g4zaLYSOY0mOMbi,61,Free Spirit,4/5/2019,2019,231653,0.432,0.52,1,-5.515,0,0.0548,0.277,0.371,0.138,0.303,164.047,4
1,2019,1/12/2019,8,48,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15315550,"pop, pop r&b",Better,6zeeWid2sgw4lap2jV61PZ,77,Suncity,10/18/2018,2018,44835,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,4
1,2019,4/20/2019,84,1,Khalid,SAFE,6LuN9FCkKOj5PcnpouEgny,84,15318340,"['pop', 'pop r&b']",Don't Pretend,1E6DEDWDKHoOW0fcFuDghV,59,Free Spirit,4/5/2019,2019,165840,0.697,0.551,11,-8.833,1,0.0815,0.258,0.00551,0.124,0.219,89,4
1,2020,1/25/2020,83,1,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15318340,"['pop', 'pop r&b']",Eleven,18O00Y7yrkJ0pRXm1n21Og,67,Eleven (feat. Summer Walker),5/1/2020,2020,206080,0.679,0.408,4,-9.754,0,0.0882,0.133,0.00455,0.23,0.151,129.079,4
1,2020,2/22/2020,57,8,Khalid,Disclosure,6LuN9FCkKOj5PcnpouEgny,84,15318340,"['pop', 'pop r&b']",Know Your Worth,0TrPqhAMoaKUFLR7iYDokf,72,Know Your Worth,2/4/2020,2020,181436,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,4
1,2017,1/28/2017,16,43,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15315550,"pop, pop r&b",Location,152lZdxL1OR0ZMW6KquMif,78,American Teen,4/27/2017,2017,44678,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,4
1,2019,1/12/2019,9,51,Khalid,Normani,6LuN9FCkKOj5PcnpouEgny,84,15312940,"pop, pop r&b",Love Lies,45Egmo7icyopuzJN0oMEdk,73,Love Lies (with Normani),2/14/2018,2018,44606,0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,4
1,2019,3/23/2019,55,3,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15318340,"['pop', 'pop r&b']",My Bad,1DUSuNhF8P5vUGNPpQiZa5,58,My Bad,3/7/2019,2019,166101,0.645,0.568,5,-9.127,0,0.0823,0.543,0.266,0.257,0.391,84.999,4
1,2018,10/6/2018,57,18,Khalid,"Ty Dolla $ign, 6LACK",6LuN9FCkKOj5PcnpouEgny,84,15315550,"pop, pop r&b",OTW,6Hgh47WXVKtXN5zGOu0hjI,73,OTW,4/20/2018,2018,44671,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26E-05,0.106,0.28,72.989,4
1,2019,4/20/2019,58,1,Khalid,John Mayer,6LuN9FCkKOj5PcnpouEgny,84,15318340,"['pop', 'pop r&b']",Outta My Head,09oZ9eXQ2fo6YDrPzJqAoP,66,Free Spirit,4/5/2019,2019,177066,0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,4
0,-,-,-,-,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15318340,"['pop', 'pop r&b']",Paradise,6fOOKqQWcSy33ApU1wqkkW,57,Free Spirit,4/5/2019,2019,173653,0.581,0.452,11,-9.558,1,0.15,0.206,0.00329,0.0881,0.523,75.046,4
1,2019,10/12/2019,73,11,Khalid,A Boogie Wit da Hoodie,6LuN9FCkKOj5PcnpouEgny,84,15315550,"pop, pop r&b",Right Back,6PYnUsNEpYC7A4BS2sjw3L,63,Right Back (feat. A Boogie Wit Da Hoodie),8/13/2019,2019,44786,0.786,0.428,5,-10.011,0,0.31,0.0933,1.10E-06,0.156,0.556,97.001,4
1,2019,1/26/2019,57,12,Khalid,Kane Brown,6LuN9FCkKOj5PcnpouEgny,84,15315550,"pop, pop r&b",Saturday Nights,5kfNriitmkNE8mUbZ7gbq8,70,Suncity,10/18/2018,2018,44835,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02E-05,0.11,0.341,167.923,4
0,-,-,-,-,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15315550,"['pop', 'pop r&b']",Saved,248OFOZef6ShXv6DGgbnxU,69,American Teen,4/27/2017,2017,206533,0.739,0.448,10,-10.28,0,0.138,0.189,0,0.118,0.553,81.044,4
1,2018,11/3/2018,88,1,Khalid,Empress Of,6LuN9FCkKOj5PcnpouEgny,84,15315550,"pop, pop r&b",Suncity,6SkHm6poyKfzV6kc9any8k,63,Suncity,10/19/2018,2018,44835,0.694,0.63,7,-6.84,0,0.162,0.0998,0.000635,0.12,0.341,90.045,4
0,-,-,-,-,Khalid,Empress Of,6LuN9FCkKOj5PcnpouEgny,84,15318340,"['pop', 'pop r&b']",Suncity,4AhSkRYioEIfGvCV19peYN,54,Suncity,10/18/2018,2018,189493,0.695,0.639,7,-6.897,0,0.153,0.107,0.000657,0.118,0.344,90.027,4
1,2020,1/11/2020,3,46,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15318340,"['pop', 'pop r&b']",Talk,6TqXcAFInzjp0bODyvrWEq,72,Free Spirit,4/5/2019,2019,197573,0.9,0.4,0,-8.575,1,0.127,0.0516,0,0.0599,0.346,135.984,4
1,2018,2/24/2018,63,3,Khalid,Swae Lee,6LuN9FCkKOj5PcnpouEgny,84,15318340,"['pop', 'pop r&b']",The Ways,5jyyPsIGM2yqkZN9R3TmvN,63,Black Panther The Album Music From And Inspired By,2/9/2018,2018,238893,0.727,0.72,11,-5.856,0,0.0488,0.0626,1.21E-06,0.176,0.589,140.08,4
0,-,-,-,-,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15318340,"['pop', 'pop r&b']",Therapy,25YvGDl2zSE0pH8jrMZ6aY,60,American Teen,4/27/2017,2017,257959,0.707,0.484,9,-6.579,0,0.0481,0.891,0.00344,0.256,0.43,92.988,4
1,2019,11/30/2019,89,1,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15315550,"pop, pop r&b",Up All Night,1mpD5Q8IM32I4bF6eCpU74,65,Up All Night,11/14/2019,2019,44866,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00333,0.102,0.669,93.992,4
1,2018,11/3/2018,89,1,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15315550,"pop, pop r&b",Vertigo,7stcuQtnHL7C6XdPvpwywv,58,Suncity,10/19/2018,2018,44835,0.487,0.458,4,-7.761,0,0.0371,0.552,0.0257,0.117,0.207,115.989,4
1,2018,1/13/2018,18,36,Khalid,-,6LuN9FCkKOj5PcnpouEgny,84,15312940,"pop, pop r&b",Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,80,American Teen,4/27/2017,2017,44678,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66E-05,0.165,0.394,136.948,4
1,2020,12/26/2020,64,1,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Another Day,6myUpr3GDR80Dg3zqNTmmG,61,Man On The Moon III: The Chosen,12/11/2020,2020,44896,0.646,0.758,4,-7.75,0,0.0708,0.556,0.00316,0.335,0.0642,172.995,4
1,2020,12/26/2020,100,1,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Beautiful Trip,4IIuCotvqijraSdnVLaFnM,50,Man On The Moon III: The Chosen,12/11/2020,2020,44896,0.331,0.513,11,-15.392,0,0.632,0.972,0.953,0.882,0.42,133.971,4
1,2020,12/26/2020,91,1,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Damaged,2n7Ao4nyESBa5ti8gcAbBt,54,Man On The Moon III: The Chosen,12/11/2020,2020,44896,0.625,0.581,8,-7.1,1,0.0316,0.553,0.00111,0.254,0.267,142.04,4
1,2009,1/31/2009,3,27,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Day 'N' Nite,5FEXPoPnzueFJQCPRIrC3c,71,Man On The Moon: The End Of Day,9/15/2009,2009,44819,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15E-06,0.114,0.799,137.996,4
1,2020,12/26/2020,80,1,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Dive,7Hc3YL8oDiAzbiAW32KXrw,58,Man On The Moon III: The Chosen,12/11/2020,2020,44896,0.64,0.621,9,-8.269,0,0.0679,0.67,0,0.36,0.332,123.105,4
1,2010,10/2/2010,22,5,Kid Cudi,Kanye West,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Erase Me,6XkuklKiHYVTlVvWlTgQYP,71,Man On The Moon II: The Legend Of Mr. Rager,11/9/2010,2010,44874,0.687,0.631,9,-5.612,1,0.129,0.063,0,0.108,0.853,186.071,4
1,2020,12/26/2020,85,1,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Heaven On Earth,2koUj1Fn5TKFEkChSmBPIb,56,Man On The Moon III: The Chosen,12/11/2020,2020,44896,0.786,0.61,0,-6.736,1,0.0558,0.379,0.00082,0.0765,0.228,130.036,4
1,2012,10/20/2012,74,2,Kid Cudi,King Chip,0fA0VVWsXO9YnASrzqfmYu,80,5856916,"['hip hop', 'ohio hip hop', 'rap']",Just What I Am,4LoMziEaxdkrSMXtavIJqL,0,Indicud,10/2/2012,2012,228026,0.654,0.95,1,-3.163,1,0.137,0.00223,0,0.406,0.351,140.009,4
1,2013,1/12/2013,91,2,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5856916,"['hip hop', 'ohio hip hop', 'rap']",King Wizard,1aTRTY9s4LqQHPkkRHPCzx,0,Indicud,4/12/2013,2013,256240,0.723,0.613,8,-7.502,1,0.0812,0.0385,0.0314,0.111,0.378,139.988,4
1,2009,10/3/2009,43,15,Kid Cudi,"Kanye West, Common",0fA0VVWsXO9YnASrzqfmYu,80,5856916,"['hip hop', 'ohio hip hop', 'rap']",Make Her Say,7dZAPeA3Of5j5Vaef0DQ6M,62,Man On The Moon: The End Of Day,9/15/2009,2009,216413,0.93,0.712,10,-5.156,0,0.0666,0.245,1.48E-05,0.116,0.456,99.054,4
1,2010,11/27/2010,54,1,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Marijuana,2GtaNlidzvK3hY78kCdsHa,62,Man On The Moon II: The Legend Of Mr. Rager,11/9/2010,2010,44874,0.673,0.403,8,-9.809,0,0.0273,0.829,0.829,0.272,0.54,140.986,4
0,-,-,-,-,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5856916,"['hip hop', 'ohio hip hop', 'rap']",Marijuana - Album Version (Edited),6eFVO2OQnuA59a09zVCHaR,0,Man On The Moon II: The Legend Of Mr. Rager (Edited Version),11/9/2010,2010,260200,0.67,0.389,8,-10.389,0,0.0277,0.818,0.776,0.235,0.545,140.987,4
0,-,-,-,-,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5856916,"['hip hop', 'ohio hip hop', 'rap']",Mojo So Dope,6LN6yG3hwdYkx4gkhWMV86,0,Man On The Moon II: The Legend Of Mr. Rager,11/9/2010,2010,210586,0.61,0.761,6,-8.147,0,0.0792,0.564,0.93,0.338,0.853,180.057,4
1,2010,11/13/2010,77,1,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Mr. Rager,393MDhe62s8hbH8ETrlxe5,76,Man On The Moon II: The Legend Of Mr. Rager,11/9/2010,2010,44874,0.671,0.726,7,-8.689,1,0.0272,0.389,0.882,0.14,0.581,102.002,4
1,2020,12/26/2020,78,1,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Mr. Solo Dolo III,27oVCAziETRbNuo5A8LNpg,59,Man On The Moon III: The Chosen,12/11/2020,2020,44896,0.589,0.727,10,-6.907,0,0.0866,0.239,0.0277,0.164,0.52,152.058,4
1,2011,1/8/2011,59,3,Kid Cudi,"MGMT, Ratatat",0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Pursuit Of Happiness (Nightmare),5iSEsR6NKjlC9SrIJkyL3k,75,Man On The Moon: The End Of Day,9/15/2009,2009,44819,0.63,0.605,0,-8.951,1,0.0414,0.484,9.29E-05,0.298,0.266,115.277,4
1,2020,12/26/2020,90,1,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Sad People,4nuAslShoN77tq12fzwjUq,63,Man On The Moon III: The Chosen,12/11/2020,2020,44896,0.636,0.647,5,-6.971,0,0.0381,0.247,0.00123,0.113,0.416,158.073,4
1,2010,11/27/2010,92,1,Kid Cudi,Cee-Lo,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Scott Mescudi Vs. The World,5QemHQxj7PRkrw8lJl2W7C,56,Man On The Moon II: The Legend Of Mr. Rager,11/9/2010,2010,44874,0.78,0.72,11,-5.914,0,0.0278,0.28,0.591,0.132,0.583,108.685,4
1,2020,12/26/2020,49,1,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",She Knows This,1xzUQMiCoY5pdego0pHMeV,61,Man On The Moon III: The Chosen,12/11/2020,2020,44896,0.39,0.724,6,-7.607,0,0.0889,0.162,0,0.393,0.312,165.945,4
1,2020,12/26/2020,54,1,Kid Cudi,"Skepta, Pop Smoke",0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Show Out,5CFJRZRq6sdKKtRwNPWbYv,73,Man On The Moon III: The Chosen,12/11/2020,2020,44896,0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,4
0,-,-,-,-,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5856916,"['hip hop', 'ohio hip hop', 'rap']",Soundtrack 2 My Life,6iovySmAVi5FSbQgzTfoAG,45,Man On The Moon: The End Of Day,9/15/2009,2009,235626,0.468,0.753,4,-6.761,0,0.115,0.454,1.33E-05,0.368,0.467,86.473,4
1,2021,1/2/2021,41,2,Kid Cudi,-,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",Tequila Shots,30KctD1WsHKTIYczXjip5a,74,Man On The Moon III: The Chosen,12/11/2020,2020,44896,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04E-05,0.527,0.22,90.494,4
1,2020,7/25/2020,22,1,Kid Cudi,Eminem,0fA0VVWsXO9YnASrzqfmYu,80,5852681,"hip hop, ohio hip hop, rap",The Adventures Of Moon Man & Slim Shady,38iBrrbbXyWaSPkmuDNgjZ,65,The Adventures of Moon Man & Slim Shady (with Eminem),7/10/2020,2020,44752,0.88,0.787,8,-5.189,1,0.118,0.226,0,0.12,0.588,113.018,4
1,2013,2/9/2013,90,1,Kid Ink,"Meek Mill, Wale",6KZDXtSj0SzGOV705nNeh3,67,2850110,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Bad Ass,7fyXwRFTlBroXfsN5ybIPX,42,My Own Lane (Expanded Edition),1/22/2013,2013,298360,0.642,0.909,8,-2.546,1,0.112,0.16,0,0.0651,0.938,140.021,4
1,2015,5/16/2015,43,20,Kid Ink,DeJ Loaf,6KZDXtSj0SzGOV705nNeh3,67,2850110,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Be Real,2npJP0YTkykkqjezhA1g8f,58,Full Speed (Expanded Edition),3/4/2015,2015,206720,0.762,0.601,9,-5.415,0,0.0817,0.0702,0.000351,0.151,0.377,99.95,4
1,2015,1/10/2015,72,18,Kid Ink,Usher & Tinashe,6KZDXtSj0SzGOV705nNeh3,67,2850110,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Body Language,7F51q96XofOD2lntm7hzvQ,58,Full Speed (Expanded Edition),3/4/2015,2015,206186,0.884,0.53,5,-5.776,0,0.0379,0.0144,0,0.095,0.262,99.021,4
0,-,-,-,-,Kid Ink,24hrs,6KZDXtSj0SzGOV705nNeh3,67,2850110,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Cana,3gVIlKXz1sgc0phx1QypkB,34,Cana (feat. 24hrs),8/17/2018,2018,245014,0.853,0.541,3,-6.739,0,0.125,0.0572,0,0.0875,0.669,125.035,4
0,-,-,-,-,Kid Ink,-,6KZDXtSj0SzGOV705nNeh3,67,2850110,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Do Me Wrong,376bXpxgSDqX4VBEwnwPTT,42,Missed Calls,12/14/2018,2018,190546,0.738,0.654,8,-5.346,0,0.129,0.144,5.56E-05,0.0974,0.621,154.006,4
0,-,-,-,-,Kid Ink,-,6KZDXtSj0SzGOV705nNeh3,67,2850110,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hell & Back,0TKWHD7sbO0CrEAdegPLZm,62,Up & Away,6/12/2012,2012,250558,0.597,0.545,8,-6.956,1,0.102,0.339,0,0.107,0.344,134.043,4
1,2015,2/21/2015,96,1,Kid Ink,Chris Brown,6KZDXtSj0SzGOV705nNeh3,67,2850110,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Hotel,7Fmcaq4o4eTJ4duXS27Dl7,56,Full Speed (Expanded Edition),3/4/2015,2015,218880,0.774,0.575,10,-7.004,0,0.173,0.00521,0,0.194,0.665,102.858,4
0,-,-,-,-,Kid Ink,Tyga,6KZDXtSj0SzGOV705nNeh3,67,2850110,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Iz U Down,71E26auPyjYJDuHzDI48EO,44,My Own Lane (Expanded Edition),1/6/2014,2014,235706,0.855,0.603,6,-6.087,0,0.264,0.064,0,0.09,0.68,133.996,4
1,2014,10/11/2014,60,20,Kid Ink,Chris Brown,6KZDXtSj0SzGOV705nNeh3,67,2850110,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Main Chick,2asIUjALYhUbH8hvLUhDWo,64,My Own Lane (Expanded Edition),1/6/2014,2014,197813,0.775,0.496,10,-5.652,1,0.0354,0.0393,0,0.526,0.204,95.072,4
1,2016,3/12/2016,57,14,Kid Ink,Fetty Wap,6KZDXtSj0SzGOV705nNeh3,67,2849200,"dance pop, hip hop, pop rap, rap, southern hip hop, trap",Promise,5IZc3KIVFhjzJ0L2kiXzUl,62,Summer In The Winter,12/25/2015,2015,44897,0.797,0.469,8,-8.112,1,0.0646,0.0599,0,0.0753,0.481,103.057,4
1,2015,4/25/2015,70,3,Kid Ink,"Tyga, Wale, YG, Rich Homie Quan",6KZDXtSj0SzGOV705nNeh3,67,2849200,"dance pop, hip hop, pop rap, rap, southern hip hop, trap",Ride Out,59PL9AwYjIrIpP04n9gmMR,59,Furious 7: Original Motion Picture Soundtrack,3/17/2015,2015,44637,0.696,0.801,5,-5.641,0,0.0952,0.0469,0,0.502,0.536,93.003,4
1,2014,1/11/2014,13,31,Kid Ink,Chris Brown,6KZDXtSj0SzGOV705nNeh3,67,2850110,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Show Me,4q6dqyGM25sKFU8nYAGRe4,69,My Own Lane (Expanded Edition),1/6/2014,2014,217800,0.711,0.508,7,-7.299,1,0.0502,0.0355,0,0.141,0.663,98.098,4
0,-,-,-,-,Kid Ink,Omarion,6KZDXtSj0SzGOV705nNeh3,67,2850110,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Summer In The Winter,6ZmHAZo4Tn1b2LMdEic0uC,39,Summer In The Winter,12/25/2015,2015,187453,0.735,0.488,0,-9.073,1,0.212,0.0636,0,0.131,0.777,99.043,4
1,2008,10/11/2008,23,20,Kid Rock,-,7dOBabd5O4CvKrg4iriHTM,67,2037730,"alternative metal, nu metal",All Summer Long,5rX6C5QVvvZB7XckETNych,74,Rock n Roll Jesus,10/9/2007,2007,44843,0.7,0.864,7,-3.629,1,0.0283,0.0212,0,0.0956,0.887,102.997,4
1,2015,3/14/2015,66,1,Kid Rock,-,7dOBabd5O4CvKrg4iriHTM,67,2037730,"alternative metal, nu metal",First Kiss,0bj0hCTYXv02xeSHyRXuYT,54,First Kiss,2/20/2015,2015,44612,0.615,0.889,4,-2.539,1,0.0371,0.00388,0,0.0947,0.659,131.96,4
1,2018,6/23/2018,42,1,KIDS SEE GHOSTS,Louis Prima,2hPgGN4uhvXAxiXQBIXOmE,60,896704,"['hip hop', 'rap']",4th Dimension,6JyEh4kl9DLwmSAoNDRn5b,69,KIDS SEE GHOSTS,6/8/2018,2018,153351,0.765,0.542,1,-6.755,1,0.39,0.278,1.87E-05,0.609,0.734,171.945,4
1,2018,6/23/2018,69,1,KIDS SEE GHOSTS,-,2hPgGN4uhvXAxiXQBIXOmE,60,896821,"['hip hop', 'rap']",Cudi Montage,4kUZvXB3LC3an3HX6h0s17,62,KIDS SEE GHOSTS,6/8/2018,2018,197000,0.729,0.504,8,-6.784,0,0.0321,0.401,1.44E-06,0.121,0.305,110.011,4
1,2018,6/23/2018,47,1,KIDS SEE GHOSTS,-,2hPgGN4uhvXAxiXQBIXOmE,60,896821,"['hip hop', 'rap']",Feel The Love,3aUFrxO1B8EW63QchEl3wX,63,KIDS SEE GHOSTS,6/8/2018,2018,165053,0.58,0.469,0,-5.946,0,0.104,0.126,7.32E-05,0.099,0.369,110.573,4
1,2018,6/23/2018,67,1,KIDS SEE GHOSTS,-,2hPgGN4uhvXAxiXQBIXOmE,60,896821,"['hip hop', 'rap']",Fire,7oHkit3F3vimtsBbnZkU0G,60,KIDS SEE GHOSTS,6/8/2018,2018,140526,0.709,0.751,6,-3.801,1,0.16,0.472,4.71E-06,0.182,0.37,104.999,4
1,2018,6/23/2018,62,1,KIDS SEE GHOSTS,-,2hPgGN4uhvXAxiXQBIXOmE,60,896821,"['hip hop', 'rap']","Freeee (Ghost Town, Pt. 2)",7GRTrWsP3yo2Fx8umJfA1X,58,KIDS SEE GHOSTS,6/8/2018,2018,206605,0.334,0.81,9,-4.855,0,0.0632,0.00457,0,0.158,0.306,151.643,4
1,2018,6/23/2018,73,1,KIDS SEE GHOSTS,-,2hPgGN4uhvXAxiXQBIXOmE,60,896821,"['hip hop', 'rap']",KIDS SEE GHOSTS,2I3dW2dCBZAJGj5X21E53k,60,KIDS SEE GHOSTS,6/8/2018,2018,245098,0.841,0.682,2,-7.007,1,0.0458,0.113,9.65E-05,0.131,0.338,94.985,4
1,2018,6/23/2018,39,2,KIDS SEE GHOSTS,-,2hPgGN4uhvXAxiXQBIXOmE,60,896821,"['hip hop', 'rap']",Reborn,4RVbK6cV0VqWdpCDcx3hiT,71,KIDS SEE GHOSTS,6/8/2018,2018,324674,0.585,0.597,0,-7.499,1,0.037,0.339,0.0404,0.195,0.227,100.051,4
1,2014,10/11/2014,51,14,Kiesza,-,4zxvC7CRGvggq9EWXOpwAo,55,285108,"electropop, pop edm",Hideaway,0c6xIDDpzE81m2q797ordA,54,Sound Of A Woman,10/21/2014,2014,44836,0.838,0.72,7,-4.135,0,0.0483,0.0862,0.00697,0.0772,0.204,122.99,4
1,2016,10/1/2016,13,27,Kiiara,-,4u5smJBskI6Adzv08PuiUP,61,849519,"alt z, dance pop, electropop, indie poptimism, pop",Gold,6ZSO7kPn8IMJFymyticbJO,64,low kii savage,3/22/2016,2016,44642,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,5
0,-,-,-,-,Kill Paris,Royal,6BNaPZdAIZAJnbgJRiZz2w,41,57062,"['chillstep', 'complextro', 'edm', 'electro house', 'filthstep', 'future bass', 'gaming edm', 'melodic dubstep', 'pop edm', 'vapor twitch']",Operate,7ri4jOlUUpAOivi56ONeTm,0,Operate (Illenium Remix) [feat. Royal],7/6/2015,2015,264945,0.54,0.705,8,-4.046,1,0.053,0.0618,0.000849,0.111,0.131,91.94,4
0,-,-,-,-,Kill The Buzz,-,0QZSzSj4BDYFARD2hZ7oNI,29,30547,"['progressive electro house', 'sky room']",Black Butterflies,1ZF65jRYkGZhnfrRzjug4g,21,Black Butterflies,5/29/2019,2019,204374,0.439,0.825,3,-4.762,1,0.052,0.0303,0,0.126,0.3,127.77,4
0,-,-,-,-,Killstation,-,0zPILh9oEH0fDagpkHTQQ8,61,508587,"['dark trap', 'emo rap', 'underground hip hop']",Centipede,1NJel5c5LSc9Ac7UAeoJtp,35,Centipede,6/3/2016,2016,128888,0.668,0.479,10,-7.321,0,0.0436,0.0612,0.408,0.12,0.102,162.12,4
0,-,-,-,-,Killstation,-,0zPILh9oEH0fDagpkHTQQ8,61,508587,"['dark trap', 'emo rap', 'underground hip hop']",Homecoming,164uPGiUKnYHwJOHcgfy1e,53,Homecoming,4/1/2016,2016,272561,0.403,0.696,10,-5.956,0,0.236,0.00114,0.265,0.0722,0.0696,89.999,4
0,-,-,-,-,Killstation,-,0zPILh9oEH0fDagpkHTQQ8,61,508587,"['dark trap', 'emo rap', 'underground hip hop']",Paralax,5DV8yoddFyjLVfRT6pfAht,36,Paralax,7/3/2017,2017,176901,0.504,0.48,3,-8.885,1,0.045,0.832,0.000252,0.101,0.878,173.993,4
0,-,-,-,-,Killstation,-,0zPILh9oEH0fDagpkHTQQ8,61,508587,"['dark trap', 'emo rap', 'underground hip hop']",Rearranged,04MKRNwoX7TqQkA0ZrtMbC,28,Rearranged,2/8/2018,2018,86804,0.512,0.44,1,-7.816,1,0.233,0.00386,3.11E-06,0.233,0.132,207.992,1
0,-,-,-,-,KILLY,-,0gCGZZ1Ibo5QsOnll977PD,52,502698,"['canadian hip hop', 'canadian trap', 'melodic rap', 'toronto rap', 'underground hip hop', 'vapor trap']",Vendetta,4FmzpxyIKD0VmTz5KhQzJm,33,VENDETTA,3/17/2020,2020,149413,0.852,0.537,10,-8.186,0,0.105,0.104,0,0.0732,0.592,132.089,4
0,-,-,-,-,Kilo Kish,-,7lsnwlX6puQ7lcpSEpJbZE,48,131902,"['alternative r&b', 'art pop', 'electropop', 'escape room', 'pop']",Locket,37oeplukPtBPPewiuvp5gX,0,Across (Deluxe Edition),4/20/2015,2015,181400,0.544,0.427,9,-8.33,0,0.0298,0.174,0.0248,0.133,0.186,139.939,4
